" Nom de la classe d’actions"," Classe d’actifs","Devise","ISIN"," Date de valorisation","VL"," Evolution quotidienne en valeur"," Evolution quotidienne en %"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.08.2022"," 328,7581"," 5,2384"," 1,6192"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.08.2022"," 323,5197"," -3,4154"," -1,0447"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.08.2022"," 326,9351"," 5,1147"," 1,5893"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.08.2022"," 321,8204"," -3,0509"," -0,9391"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.08.2022"," 324,8713"," 3,9413"," 1,2281"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.08.2022"," 320,9300"," 1,2274"," 0,3839"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.08.2022"," 319,7026"," -1,9901"," -0,6186"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.08.2022"," 321,6927"," 0,7753"," 0,2416"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.07.2022"," 320,9174"," 5,3802"," 1,7051"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.07.2022"," 315,5372"," 6,2017"," 2,0048"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.07.2022"," 309,3355"," 0,6172"," 0,1999"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.07.2022"," 308,7183"," -2,6485"," -0,8506"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.07.2022"," 311,3668"," -1,0319"," -0,3303"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.07.2022"," 312,3987"," 3,3624"," 1,0880"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.07.2022"," 309,0363"," 0,8777"," 0,2848"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.07.2022"," 308,1586"," 3,9075"," 1,2843"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.07.2022"," 304,2511"," -0,5712"," -0,1874"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.07.2022"," 304,8223"," 6,0035"," 2,0091"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.07.2022"," 298,8188"," 5,4469"," 1,8567"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.07.2022"," 293,3719"," -2,6139"," -0,8831"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.07.2022"," 295,9858"," -4,8533"," -1,6133"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.07.2022"," 300,8391"," -1,7520"," -0,5790"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.07.2022"," 302,5911"," 0,1201"," 0,0397"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.07.2022"," 302,4710"," 0,3401"," 0,1126"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.07.2022"," 302,1309"," 4,1773"," 1,4020"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.07.2022"," 297,9536"," 5,9710"," 2,0450"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.07.2022"," 291,9826"," -5,8421"," -1,9616"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.07.2022"," 297,8247"," 3,3048"," 1,1221"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.07.2022"," 294,5199"," -0,4894"," -0,1659"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.06.2022"," 295,0093"," -4,8868"," -1,6295"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.06.2022"," 299,8961"," -5,4936"," -1,7989"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.06.2022"," 305,3897"," 0,1386"," 0,0454"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.06.2022"," 305,2511"," 5,3002"," 1,7670"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.06.2022"," 299,9509"," 4,9012"," 1,6611"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.06.2022"," 295,0497"," 3,1099"," 1,0653"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.06.2022"," 291,9398"," -1,8988"," -0,6462"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.06.2022"," 293,8386"," 2,1450"," 0,7354"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.06.2022"," 291,6936"," 1,4392"," 0,4958"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.06.2022"," 290,2544"," -0,4070"," -0,1400"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.06.2022"," 290,6614"," -3,1648"," -1,0771"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.06.2022"," 293,8262"," 0,3408"," 0,1161"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.06.2022"," 293,4854"," -4,8870"," -1,6379"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.06.2022"," 298,3724"," -9,3539"," -3,0397"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.06.2022"," 307,7263"," -10,4026"," -3,2699"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.06.2022"," 318,1289"," -1,9149"," -0,5983"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.06.2022"," 320,0438"," 2,5626"," 0,8072"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.06.2022"," 317,4812"," -6,3478"," -1,9602"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.06.2022"," 323,8290"," 0,1659"," 0,0513"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.06.2022"," 323,6631"," 2,5708"," 0,8006"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.06.2022"," 321,0923"," -2,8712"," -0,8863"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.06.2022"," 323,9635"," 1,0019"," 0,3102"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.05.2022"," 322,9616"," -3,3788"," -1,0354"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.05.2022"," 326,3404"," 5,9309"," 1,8510"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.05.2022"," 320,4095"," 6,5480"," 2,0863"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.05.2022"," 313,8615"," 3,9186"," 1,2643"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.05.2022"," 309,9429"," -2,5895"," -0,8286"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.05.2022"," 312,5324"," -0,8577"," -0,2737"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.05.2022"," 313,3901"," 2,4422"," 0,7854"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.05.2022"," 310,9479"," 7,4982"," 2,4710"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.05.2022"," 303,4497"," -8,7970"," -2,8173"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.05.2022"," 312,2467"," -2,1527"," -0,6847"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.05.2022"," 314,3994"," 5,8074"," 1,8819"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.05.2022"," 308,5920"," 2,2013"," 0,7185"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.05.2022"," 306,3907"," 6,0315"," 2,0081"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.05.2022"," 300,3592"," -3,2208"," -1,0609"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.05.2022"," 303,5800"," -5,9906"," -1,9351"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.05.2022"," 309,5706"," 0,1455"," 0,0470"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.05.2022"," 309,4251"," -6,2731"," -1,9871"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.05.2022"," 315,6982"," -10,6158"," -3,2532"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.05.2022"," 326,3140"," 2,6327"," 0,8134"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.05.2022"," 323,6813"," -1,4492"," -0,4457"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.05.2022"," 325,1305"," 2,3386"," 0,7245"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.05.2022"," 322,7919"," -7,4536"," -2,2570"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.04.2022"," 330,2455"," 3,6625"," 1,1215"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.04.2022"," 326,5830"," 3,2123"," 0,9934"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.04.2022"," 323,3707"," -6,5559"," -1,9871"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.04.2022"," 329,9266"," 0,4981"," 0,1512"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.04.2022"," 329,4285"," -7,8386"," -2,3242"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.04.2022"," 337,2671"," -9,2080"," -2,6576"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.04.2022"," 346,4751"," 3,3874"," 0,9873"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.04.2022"," 343,0877"," 7,0763"," 2,1060"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.04.2022"," 336,0114"," -6,2093"," -1,8144"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.04.2022"," 342,2207"," 3,0758"," 0,9069"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.04.2022"," 339,1449"," -5,4306"," -1,5760"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.04.2022"," 344,5755"," -0,5387"," -0,1561"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.04.2022"," 345,1142"," -4,1985"," -1,2019"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.04.2022"," 349,3127"," 1,2222"," 0,3511"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.04.2022"," 348,0905"," -2,0841"," -0,5952"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.04.2022"," 350,1746"," -6,3123"," -1,7707"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.04.2022"," 356,4869"," 1,5652"," 0,4410"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.04.2022"," 354,9217"," 1,9994"," 0,5665"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.04.2022"," 352,9223"," -1,9664"," -0,5541"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.03.2022"," 354,8887"," -0,9586"," -0,2694"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.03.2022"," 355,8473"," 1,0111"," 0,2849"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.03.2022"," 354,8362"," 8,2496"," 2,3802"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.03.2022"," 346,5866"," -0,9680"," -0,2785"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.03.2022"," 347,5546"," 2,9030"," 0,8423"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.03.2022"," 344,6516"," 0,1474"," 0,0428"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.03.2022"," 344,5042"," -4,3880"," -1,2577"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.03.2022"," 348,8922"," 1,3205"," 0,3799"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.03.2022"," 347,5717"," 3,3374"," 0,9695"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.03.2022"," 344,2343"," 2,2486"," 0,6575"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.03.2022"," 341,9857"," 3,8746"," 1,1460"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.03.2022"," 338,1111"," 8,3176"," 2,5221"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.03.2022"," 329,7935"," -0,6134"," -0,1856"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.03.2022"," 330,4069"," -3,3584"," -1,0062"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.03.2022"," 333,7653"," 4,5852"," 1,3929"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.03.2022"," 329,1801"," 2,1456"," 0,6561"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.03.2022"," 327,0345"," 5,6271"," 1,7508"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.03.2022"," 321,4074"," -6,4554"," -1,9689"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.03.2022"," 327,8628"," -4,4561"," -1,3409"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.03.2022"," 332,3189"," -11,2857"," -3,2845"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.03.2022"," 343,6046"," 3,0313"," 0,8901"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.03.2022"," 340,5733"," -4,5451"," -1,3170"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.03.2022"," 345,1184"," 1,6234"," 0,4726"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.02.2022"," 343,4950"," -0,3054"," -0,0888"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.02.2022"," 343,8004"," 13,9454"," 4,2277"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.02.2022"," 329,8550"," -20,2640"," -5,7877"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.02.2022"," 350,1190"," 0,8858"," 0,2536"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.02.2022"," 349,2332"," 1,1002"," 0,3160"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.02.2022"," 348,1330"," -4,1316"," -1,1729"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.02.2022"," 352,2646"," -3,7380"," -1,0500"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.02.2022"," 356,0026"," 0,7453"," 0,2098"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.02.2022"," 355,2573"," 0,1363"," 0,0384"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.02.2022"," 355,1210"," 3,6972"," 1,0521"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.02.2022"," 351,4238"," -8,2569"," -2,2956"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.02.2022"," 359,6807"," -0,4046"," -0,1124"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.02.2022"," 360,0853"," -2,2145"," -0,6112"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.02.2022"," 362,2998"," 8,6262"," 2,4390"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.02.2022"," 353,6736"," -2,6812"," -0,7524"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.02.2022"," 356,3548"," 1,1511"," 0,3241"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.02.2022"," 355,2037"," -4,7894"," -1,3304"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.02.2022"," 359,9931"," -2,6278"," -0,7247"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.02.2022"," 362,6209"," 3,2969"," 0,9175"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.02.2022"," 359,3240"," 5,5135"," 1,5583"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.01.2022"," 353,8105"," 6,9917"," 2,0160"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.01.2022"," 346,8188"," -4,5487"," -1,2946"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.01.2022"," 351,3675"," -3,1002"," -0,8746"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.01.2022"," 354,4677"," 4,9245"," 1,4088"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.01.2022"," 349,5432"," -1,4148"," -0,4031"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.01.2022"," 350,9580"," -8,9934"," -2,4985"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.01.2022"," 359,9514"," -4,4774"," -1,2286"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.01.2022"," 364,4288"," 0,3939"," 0,1082"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.01.2022"," 364,0349"," 0,6845"," 0,1884"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.01.2022"," 363,3504"," -4,1644"," -1,1331"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.01.2022"," 367,5148"," 2,2884"," 0,6266"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.01.2022"," 365,2264"," -7,9687"," -2,1353"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.01.2022"," 373,1951"," 1,5769"," 0,4243"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.01.2022"," 371,6182"," 6,0207"," 1,6468"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.01.2022"," 365,5975"," 2,6535"," 0,7311"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.01.2022"," 362,9440"," -4,4378"," -1,2080"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.01.2022"," 367,3818"," -2,1843"," -0,5910"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.01.2022"," 369,5661"," -7,2218"," -1,9167"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.01.2022"," 376,7879"," -2,7433"," -0,7228"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.01.2022"," 379,5312"," -0,6554"," -0,1724"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.01.2022"," 380,1866"," 1,5386"," 0,4063"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.12.2021"," 378,6480"," -1,0542"," -0,2776"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.12.2021"," 379,7022"," 1,5100"," 0,3993"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.12.2021"," 378,1922"," -1,6590"," -0,4367"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.12.2021"," 379,8512"," 3,2897"," 0,8736"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.12.2021"," 376,5615"," 2,4473"," 0,6542"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.12.2021"," 374,1142"," 5,2840"," 1,4326"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.12.2021"," 368,8302"," 1,7481"," 0,4762"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.12.2021"," 367,0821"," 3,6450"," 1,0029"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.12.2021"," 363,4371"," -4,6187"," -1,2549"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.12.2021"," 368,0558"," -5,8562"," -1,5662"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.12.2021"," 373,9120"," 6,7223"," 1,8307"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.12.2021"," 367,1897"," -2,7800"," -0,7514"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.12.2021"," 369,9697"," -4,3761"," -1,1690"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.12.2021"," 374,3458"," -0,6798"," -0,1813"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.12.2021"," 375,0256"," 0,2201"," 0,0587"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.12.2021"," 374,8055"," -0,9854"," -0,2622"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.12.2021"," 375,7909"," 4,1480"," 1,1161"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.12.2021"," 371,6429"," 6,0869"," 1,6651"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.12.2021"," 365,5560"," -3,1370"," -0,8508"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.12.2021"," 368,6930"," 3,9849"," 1,0926"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.12.2021"," 364,7081"," -4,3391"," -1,1758"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.12.2021"," 369,0472"," 1,1692"," 0,3178"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.11.2021"," 367,8780"," -2,0944"," -0,5661"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.11.2021"," 369,9724"," 0,3242"," 0,0877"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.11.2021"," 369,6482"," -5,1250"," -1,3675"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.11.2021"," 374,7732"," 2,6364"," 0,7084"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.11.2021"," 372,1368"," -3,2735"," -0,8720"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.11.2021"," 375,4103"," -4,7761"," -1,2563"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.11.2021"," 380,1864"," -0,5573"," -0,1464"
