" Nom de la classe d’actions"," Classe d’actifs","Devise","ISIN"," Date de valorisation","VL"," Evolution quotidienne en valeur"," Evolution quotidienne en %"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.11.2012"," 108,9100"," -0,4600"," -0,4206"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.11.2012"," 109,3700"," 0,1300"," 0,1190"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.11.2012"," 109,2400"," -0,7100"," -0,6457"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.11.2012"," 109,9500"," 0,3500"," 0,3193"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.11.2012"," 109,6000"," -0,8700"," -0,7875"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.11.2012"," 110,4700"," -0,7000"," -0,6297"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.11.2012"," 111,1700"," -0,2600"," -0,2333"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.11.2012"," 111,4300"," 0,2400"," 0,2158"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.11.2012"," 111,1900"," -0,7200"," -0,6434"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.11.2012"," 111,9100"," 0,4700"," 0,4218"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.11.2012"," 111,4400"," 0,2700"," 0,2429"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.10.2012"," 111,1700"," 0,3200"," 0,2887"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.10.2012"," 110,8500"," 0,4500"," 0,4076"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.10.2012"," 110,4000"," -0,5700"," -0,5137"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.10.2012"," 110,9700"," -1,2100"," -1,0786"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.10.2012"," 112,1800"," 0,7500"," 0,6731"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.10.2012"," 111,4300"," 0,5900"," 0,5323"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.10.2012"," 110,8400"," -1,2000"," -1,0710"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.10.2012"," 112,0400"," -0,7100"," -0,6297"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.10.2012"," 112,7500"," -0,1600"," -0,1417"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.10.2012"," 112,9100"," 0,3300"," 0,2931"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.10.2012"," 112,5800"," 0,3000"," 0,2672"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.10.2012"," 112,2800"," 1,1400"," 1,0257"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.10.2012"," 111,1400"," -0,2700"," -0,2423"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.10.2012"," 111,4100"," 0,3200"," 0,2881"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.10.2012"," 111,0900"," 0,4500"," 0,4067"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.10.2012"," 110,6400"," -0,8700"," -0,7802"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.10.2012"," 111,5100"," -0,4100"," -0,3663"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.10.2012"," 111,9200"," -0,6200"," -0,5509"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.10.2012"," 112,5400"," 0,9900"," 0,8875"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.10.2012"," 111,5500"," 0,6800"," 0,6133"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.10.2012"," 110,8700"," -0,1700"," -0,1531"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.10.2012"," 111,0400"," 0,6200"," 0,5615"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.10.2012"," 110,4200"," 0,0500"," 0,0453"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.09.2012"," 110,3700"," 0,2400"," 0,2179"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.09.2012"," 110,1300"," 0,7100"," 0,6489"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.09.2012"," 109,4200"," -0,7500"," -0,6808"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.09.2012"," 110,1700"," 0,2100"," 0,1910"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.09.2012"," 109,9600"," -0,1100"," -0,0999"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.09.2012"," 110,0700"," 0,5300"," 0,4838"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.09.2012"," 109,5400"," -0,4700"," -0,4272"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.09.2012"," 110,0100"," 0,3400"," 0,3100"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.09.2012"," 109,6700"," -0,7500"," -0,6792"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.09.2012"," 110,4200"," 0,2500"," 0,2269"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.09.2012"," 110,1700"," 1,8500"," 1,7079"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.09.2012"," 108,3200"," 0,1900"," 0,1757"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.09.2012"," 108,1300"," 0,7000"," 0,6516"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.09.2012"," 107,4300"," -0,0100"," -0,0093"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.09.2012"," 107,4400"," 0,6600"," 0,6181"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.09.2012"," 106,7800"," 1,9500"," 1,8602"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.09.2012"," 104,8300"," 0,2400"," 0,2295"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.09.2012"," 104,5900"," 0,0900"," 0,0861"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.09.2012"," 104,5000"," -0,2400"," -0,2291"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.09.2012"," 104,7400"," 0,3600"," 0,3449"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.08.2012"," 104,3800"," 0,0500"," 0,0479"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.08.2012"," 104,3300"," -0,1000"," -0,0958"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.08.2012"," 104,4300"," -0,1900"," -0,1816"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.08.2012"," 104,6200"," -0,2500"," -0,2384"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.08.2012"," 104,8700"," 0,1500"," 0,1432"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.08.2012"," 104,7200"," -0,7400"," -0,7017"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.08.2012"," 105,4600"," 0,3100"," 0,2948"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.08.2012"," 105,1500"," -0,3900"," -0,3695"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.08.2012"," 105,5400"," 0,6000"," 0,5718"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.08.2012"," 104,9400"," -0,1300"," -0,1237"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.08.2012"," 105,0700"," 0,5900"," 0,5647"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.08.2012"," 104,4800"," 0,1900"," 0,1822"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.08.2012"," 104,2900"," 0,2100"," 0,2018"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.08.2012"," 104,0800"," -0,0800"," -0,0768"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.08.2012"," 104,1600"," 0,3700"," 0,3565"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.08.2012"," 103,7900"," -0,0100"," -0,0096"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.08.2012"," 103,8000"," 0,1700"," 0,1640"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.08.2012"," 103,6300"," -0,1600"," -0,1542"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.08.2012"," 103,7900"," 0,6200"," 0,6009"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.08.2012"," 103,1700"," 1,6500"," 1,6253"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.08.2012"," 101,5200"," -0,0200"," -0,0197"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.08.2012"," 101,5400"," -0,8400"," -0,8205"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.08.2012"," 102,3800"," -0,0400"," -0,0391"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.07.2012"," 102,4200"," -0,0400"," -0,0390"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.07.2012"," 102,4600"," 1,6900"," 1,6771"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.07.2012"," 100,7700"," 0,3600"," 0,3585"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.07.2012"," 100,4100"," 1,1900"," 1,1994"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.07.2012"," 99,2200"," -0,3900"," -0,3915"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.07.2012"," 99,6100"," -0,4200"," -0,4199"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.07.2012"," 100,0300"," -1,6800"," -1,6518"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.07.2012"," 101,7100"," -0,2800"," -0,2745"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.07.2012"," 101,9900"," 0,8100"," 0,8006"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.07.2012"," 101,1800"," 0,0800"," 0,0791"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.07.2012"," 101,1000"," 0,6500"," 0,6471"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.07.2012"," 100,4500"," 0,6100"," 0,6110"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.07.2012"," 99,8400"," 0,1000"," 0,1003"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.07.2012"," 99,7400"," -0,9600"," -0,9533"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.07.2012"," 100,7000"," -0,4700"," -0,4646"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.07.2012"," 101,1700"," 0,2700"," 0,2676"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.07.2012"," 100,9000"," -1,0000"," -0,9814"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.07.2012"," 101,9000"," -0,4800"," -0,4688"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.07.2012"," 102,3800"," -0,6000"," -0,5826"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.07.2012"," 102,9800"," 0,2600"," 0,2531"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.07.2012"," 102,7200"," 0,7600"," 0,7454"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.07.2012"," 101,9600"," 1,4100"," 1,4023"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.06.2012"," 100,5500"," 1,6600"," 1,6786"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.06.2012"," 98,8900"," 0,5500"," 0,5593"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.06.2012"," 98,3400"," 0,3600"," 0,3674"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.06.2012"," 97,9800"," -0,5500"," -0,5582"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.06.2012"," 98,5300"," -0,5300"," -0,5350"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.06.2012"," 99,0600"," -1,2300"," -1,2264"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.06.2012"," 100,2900"," -0,5400"," -0,5356"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.06.2012"," 100,8300"," 1,1500"," 1,1537"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.06.2012"," 99,6800"," 0,7500"," 0,7581"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.06.2012"," 98,9300"," 0,5800"," 0,5897"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.06.2012"," 98,3500"," 0,9900"," 1,0168"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.06.2012"," 97,3600"," -0,3600"," -0,3684"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.06.2012"," 97,7200"," 0,4300"," 0,4420"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.06.2012"," 97,2900"," -1,1300"," -1,1481"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.06.2012"," 98,4200"," 1,0100"," 1,0369"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.06.2012"," 97,4100"," -1,0000"," -1,0162"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.06.2012"," 98,4100"," 1,9700"," 2,0427"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.06.2012"," 96,4400"," 1,3100"," 1,3771"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.06.2012"," 95,1300"," -0,0400"," -0,0420"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.06.2012"," 95,1700"," -1,1800"," -1,2247"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.06.2012"," 96,3500"," -1,2200"," -1,2504"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.05.2012"," 97,5700"," -0,8500"," -0,8636"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.05.2012"," 98,4200"," -0,0200"," -0,0203"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.05.2012"," 98,4400"," 0,0900"," 0,0915"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.05.2012"," 98,3500"," 0,9900"," 1,0168"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.05.2012"," 97,3600"," -0,1100"," -0,1129"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.05.2012"," 97,4700"," -0,4300"," -0,4392"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.05.2012"," 97,9000"," -0,8100"," -0,8206"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.05.2012"," 98,7100"," 0,8300"," 0,8480"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.05.2012"," 97,8800"," -0,3000"," -0,3056"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.05.2012"," 98,1800"," -1,6800"," -1,6824"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.05.2012"," 99,8600"," -0,3800"," -0,3791"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.05.2012"," 100,2400"," -1,2700"," -1,2511"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.05.2012"," 101,5100"," -0,6500"," -0,6363"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.05.2012"," 102,1600"," -0,7500"," -0,7288"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.05.2012"," 102,9100"," 0,1800"," 0,1752"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.05.2012"," 102,7300"," -0,4600"," -0,4458"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.05.2012"," 103,1900"," -1,8500"," -1,7612"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.05.2012"," 105,0400"," 0,1200"," 0,1144"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.05.2012"," 104,9200"," -1,4600"," -1,3724"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.05.2012"," 106,3800"," -0,7700"," -0,7186"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.05.2012"," 107,1500"," 0,0300"," 0,0280"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.05.2012"," 107,1200"," -0,3600"," -0,3349"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.05.2012"," 107,4800"," 0,0000"," 0,0000"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.04.2012"," 107,4800"," 0,6500"," 0,6084"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.04.2012"," 106,8300"," 0,6300"," 0,5932"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.04.2012"," 106,2000"," 0,4800"," 0,4540"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.04.2012"," 105,7200"," 1,0100"," 0,9646"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.04.2012"," 104,7100"," -0,1100"," -0,1049"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.04.2012"," 104,8200"," -0,9000"," -0,8513"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.04.2012"," 105,7200"," 0,1400"," 0,1326"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.04.2012"," 105,5800"," -0,1500"," -0,1419"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.04.2012"," 105,7300"," 0,1500"," 0,1421"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.04.2012"," 105,5800"," 0,3200"," 0,3040"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.04.2012"," 105,2600"," -0,6600"," -0,6231"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.04.2012"," 105,9200"," 0,8700"," 0,8282"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.04.2012"," 105,0500"," 0,9600"," 0,9223"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.04.2012"," 104,0900"," -0,5900"," -0,5636"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.04.2012"," 104,6800"," -0,6800"," -0,6454"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.04.2012"," 105,3600"," -0,7900"," -0,7442"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.04.2012"," 106,1500"," -1,3800"," -1,2834"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.04.2012"," 107,5300"," 1,1100"," 1,0430"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.04.2012"," 106,4200"," 0,2500"," 0,2355"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.03.2012"," 106,1700"," 0,3400"," 0,3213"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.03.2012"," 105,8300"," -1,0700"," -1,0009"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.03.2012"," 106,9000"," -0,3200"," -0,2985"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.03.2012"," 107,2200"," 1,6700"," 1,5822"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.03.2012"," 105,5500"," 0,7000"," 0,6676"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.03.2012"," 104,8500"," -0,0800"," -0,0762"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.03.2012"," 104,9300"," -0,6100"," -0,5780"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.03.2012"," 105,5400"," 0,0100"," 0,0095"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.03.2012"," 105,5300"," -0,5100"," -0,4810"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.03.2012"," 106,0400"," -0,0900"," -0,0848"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.03.2012"," 106,1300"," 0,8700"," 0,8265"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.03.2012"," 105,2600"," -0,2600"," -0,2464"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.03.2012"," 105,5200"," 1,2500"," 1,1988"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.03.2012"," 104,2700"," 0,4500"," 0,4334"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.03.2012"," 103,8200"," -0,3900"," -0,3742"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.03.2012"," 104,2100"," 0,8300"," 0,8029"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.03.2012"," 103,3800"," 1,2600"," 1,2338"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.03.2012"," 102,1200"," -0,7900"," -0,7677"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.03.2012"," 102,9100"," -1,3800"," -1,3232"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.03.2012"," 104,2900"," -0,0900"," -0,0862"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.03.2012"," 104,3800"," 0,0900"," 0,0863"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.03.2012"," 104,2900"," -0,5500"," -0,5246"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.02.2012"," 104,8400"," 1,2500"," 1,2067"
